,loss,accuracy,val_loss,val_accuracy

0,0.2428198754787445,0.9092000126838684,1.3068926334381104,0.7922000288963318

1,0.1590154767036438,0.9384999871253967,0.40775153040885925,0.926800012588501

2,0.1322748064994812,0.9502999782562256,4.095045566558838,0.6855999827384949

3,0.12245220690965652,0.953000009059906,3.285322666168213,0.8389999866485596

4,0.10900767892599106,0.9614499807357788,1.5966991186141968,0.8916000127792358

5,0.10097912698984146,0.9652500152587891,0.7812899947166443,0.9545999765396118

6,0.09192392230033875,0.967199981212616,0.5873287320137024,0.9562000036239624

7,0.08319111913442612,0.9703999757766724,0.8325307369232178,0.9593999981880188

8,0.07961875945329666,0.9715499877929688,0.6248335838317871,0.9684000015258789

9,0.07635341584682465,0.974049985408783,0.5425392389297485,0.9571999907493591

Aqui temos um resultado unificando transferencia de aprendizado e fining tuning em algumas camadas do modelo pre-processado do imagenet o mesmo foi submetido a um grande volume de dados tambem o processo de fining tuning fez ajustes precisos em algumas camadas de convulução do modelo treinado.
