,loss,accuracy,val_loss,val_accuracy

0,0.26741862297058105,0.90420001745224,4.405327796936035,0.7815999984741211

1,0.1692076474428177,0.935949981212616,0.44883862137794495,0.902999997138977

2,0.14228728413581848,0.9466999769210815,6.203686714172363,0.6449999809265137

3,0.12604638934135437,0.9526500105857849,4.503141403198242,0.6520000100135803

4,0.11791437119245529,0.958050012588501,1.2133034467697144,0.926800012588501

Aqui temos um resultado unificando transferencia de aprendizado e fining tuning em algumas camadas do modelo pre-processado do imagenet o mesmo foi submetido a um grande volume de dados tambem o processo de fining tuning fez ajustes precisos em algumas camadas de convulu��o do modelo treinado.
